#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Host organism	Identification method participant A	Identification method participant B
uniprot:Q8N3V7	uniprot:A0A0C4DGS1	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:D6RDK4|uniprot:Q9NQI0|uniprot:Q9NT92|uniprot:A8K8Q2|uniprot:E9PCD8|uniprot:B3KSF4|uniprot:Q86VX0|uniprot:Q5M7Z3|uniprot:Q9NYB1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733270	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:U3KQ84	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:D6RDK4|uniprot:Q9NQI0|uniprot:Q9NT92|uniprot:A8K8Q2|uniprot:E9PCD8|uniprot:B3KSF4|uniprot:Q86VX0|uniprot:Q5M7Z3|uniprot:Q9NYB1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733271	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:E7EX73	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:D6RDK4|uniprot:Q9NQI0|uniprot:Q9NT92|uniprot:A8K8Q2|uniprot:E9PCD8|uniprot:B3KSF4|uniprot:Q86VX0|uniprot:Q5M7Z3|uniprot:Q9NYB1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733272	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:A0A0A0MR52	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:D6RDK4|uniprot:Q9NQI0|uniprot:Q9NT92|uniprot:A8K8Q2|uniprot:E9PCD8|uniprot:B3KSF4|uniprot:Q86VX0|uniprot:Q5M7Z3|uniprot:Q9NYB1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733273	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:C9JPM4	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:D6RDK4|uniprot:Q9NQI0|uniprot:Q9NT92|uniprot:A8K8Q2|uniprot:E9PCD8|uniprot:B3KSF4|uniprot:Q86VX0|uniprot:Q5M7Z3|uniprot:Q9NYB1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733274	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q04637	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:E9PFM1|uniprot:Q04637|uniprot:D3DNT5|uniprot:D3DNT4|uniprot:G5E9S1|uniprot:D3DNT2|uniprot:Q5HYG0|uniprot:Q6ZN21|uniprot:O95066|uniprot:Q8N102|uniprot:O43177	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733275	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:A6NKE1	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:E9PFM1|uniprot:Q04637|uniprot:D3DNT5|uniprot:D3DNT4|uniprot:G5E9S1|uniprot:D3DNT2|uniprot:Q5HYG0|uniprot:Q6ZN21|uniprot:O95066|uniprot:Q8N102|uniprot:O43177	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733276	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:F5H0W7	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:E9PFM1|uniprot:Q04637|uniprot:D3DNT5|uniprot:D3DNT4|uniprot:G5E9S1|uniprot:D3DNT2|uniprot:Q5HYG0|uniprot:Q6ZN21|uniprot:O95066|uniprot:Q8N102|uniprot:O43177	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733277	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q9BZF9	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q14DD3|uniprot:Q96NH6|uniprot:Q9NWC6|uniprot:Q8N3B8|uniprot:G3XAG2|uniprot:Q9BZF9|uniprot:Q9HCL1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733278	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:G5E9Q4	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q14DD3|uniprot:Q96NH6|uniprot:Q9NWC6|uniprot:Q8N3B8|uniprot:G3XAG2|uniprot:Q9BZF9|uniprot:Q9HCL1	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733279	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:O60884	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:B2R7L7|uniprot:O60884|uniprot:O14711	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733280	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:I3L4M2	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:B2R7L7|uniprot:O60884|uniprot:O14711	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733281	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q92598	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q92598|uniprot:Q9UPC4|uniprot:Q5TBM7|uniprot:Q5TBM6|uniprot:Q5TBM8|uniprot:B4DYH1|uniprot:O95739	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733282	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:C9JMM3	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q92598|uniprot:Q9UPC4|uniprot:Q5TBM7|uniprot:Q5TBM6|uniprot:Q5TBM8|uniprot:B4DYH1|uniprot:O95739	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733283	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q9Y6R9	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9HDB6|uniprot:C8CAP4|uniprot:Q9Y6R9	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733284	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q0D2I5	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q7L5J9|uniprot:Q0D2I5|uniprot:Q24JT6|uniprot:Q7Z5X4|uniprot:Q9BQ46	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733285	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:H0YEN5	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q7L5J9|uniprot:Q0D2I5|uniprot:Q24JT6|uniprot:Q7Z5X4|uniprot:Q9BQ46	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733286	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:G5E9S8	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q7L5J9|uniprot:Q0D2I5|uniprot:Q24JT6|uniprot:Q7Z5X4|uniprot:Q9BQ46	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733287	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:E7EX32	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q7L5J9|uniprot:Q0D2I5|uniprot:Q24JT6|uniprot:Q7Z5X4|uniprot:Q9BQ46	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733288	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:D6RAF8	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q7L5J9|uniprot:Q0D2I5|uniprot:Q24JT6|uniprot:Q7Z5X4|uniprot:Q9BQ46	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733289	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:E9PP73	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q7L5J9|uniprot:Q0D2I5|uniprot:Q24JT6|uniprot:Q7Z5X4|uniprot:Q9BQ46	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733290	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:F2Z2E2	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q7L5J9|uniprot:Q0D2I5|uniprot:Q24JT6|uniprot:Q7Z5X4|uniprot:Q9BQ46	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733291	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:D6RGG7	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q7L5J9|uniprot:Q0D2I5|uniprot:Q24JT6|uniprot:Q7Z5X4|uniprot:Q9BQ46	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733292	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q5D862	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9H4U1|uniprot:Q5D862	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733293	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:H7C3J6	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9H4U1|uniprot:Q5D862	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733294	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:H0Y8B3	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9H4U1|uniprot:Q5D862	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733295	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:P62760	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P28677|uniprot:P29103|uniprot:P42323|uniprot:P62760|uniprot:D6W515|uniprot:Q9UM20	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733296	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:C9JXB9	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P28677|uniprot:P29103|uniprot:P42323|uniprot:P62760|uniprot:D6W515|uniprot:Q9UM20	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733297	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:D6RF44	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P28677|uniprot:P29103|uniprot:P42323|uniprot:P62760|uniprot:D6W515|uniprot:Q9UM20	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733298	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:H7BY55	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P28677|uniprot:P29103|uniprot:P42323|uniprot:P62760|uniprot:D6W515|uniprot:Q9UM20	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733299	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:H3BPQ6	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P28677|uniprot:P29103|uniprot:P42323|uniprot:P62760|uniprot:D6W515|uniprot:Q9UM20	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733300	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:E5RGZ4	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P28677|uniprot:P29103|uniprot:P42323|uniprot:P62760|uniprot:D6W515|uniprot:Q9UM20	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733301	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:E9PR62	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P28677|uniprot:P29103|uniprot:P42323|uniprot:P62760|uniprot:D6W515|uniprot:Q9UM20	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733302	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q07866	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q07866|uniprot:Q7RTM2|uniprot:Q7RTQ5|uniprot:Q7RTQ3|uniprot:Q96H62|uniprot:Q7RTM5|uniprot:Q7RTQ6|uniprot:F8VTM4|uniprot:Q86TF5|uniprot:A6NF62|uniprot:Q7RTP9|uniprot:Q86V78|uniprot:Q86V79|uniprot:Q86V74|uniprot:Q86V75|uniprot:Q86V76|uniprot:Q86V77|uniprot:Q7RTM3|uniprot:Q86SF5	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733303	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q5H907	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q07866|uniprot:Q7RTM2|uniprot:Q7RTQ5|uniprot:Q7RTQ3|uniprot:Q96H62|uniprot:Q7RTM5|uniprot:Q7RTQ6|uniprot:F8VTM4|uniprot:Q86TF5|uniprot:A6NF62|uniprot:Q7RTP9|uniprot:Q86V78|uniprot:Q86V79|uniprot:Q86V74|uniprot:Q86V75|uniprot:Q86V76|uniprot:Q86V77|uniprot:Q7RTM3|uniprot:Q86SF5	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733304	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:E9PKK4	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q07866|uniprot:Q7RTM2|uniprot:Q7RTQ5|uniprot:Q7RTQ3|uniprot:Q96H62|uniprot:Q7RTM5|uniprot:Q7RTQ6|uniprot:F8VTM4|uniprot:Q86TF5|uniprot:A6NF62|uniprot:Q7RTP9|uniprot:Q86V78|uniprot:Q86V79|uniprot:Q86V74|uniprot:Q86V75|uniprot:Q86V76|uniprot:Q86V77|uniprot:Q7RTM3|uniprot:Q86SF5	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733305	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
