ID Interactor A	ID Interactor B	PSINDB Mapping A	PSINDB Mapping B	Interaction Detection Method	Publication Identifier	Taxid Interactor A	Taxid Interactor B	Host organism	Interaction Types	Biological Role Interactor A	Biological Role Interactor B	Experimental Role Interactor A	Experimental Role Interactor B	Feature interactor A	Feature interactor B	Source Database	Interaction Identifier
uniprot:Q8N3V7	uniprot:P17302	SYNPO_HUMAN	CXA1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1405
uniprot:Q8N3V7	uniprot:Q15365	SYNPO_HUMAN	PCBP1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1406
uniprot:Q8N3V7	uniprot:P38919	SYNPO_HUMAN	IF4A3_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1407
uniprot:Q8N3V7	uniprot:Q86YT6	SYNPO_HUMAN	MIB1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1408
uniprot:Q8N3V7	uniprot:Q9H3F6	SYNPO_HUMAN	BACD3_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1409
uniprot:Q8N3V7	uniprot:Q9UFH2	SYNPO_HUMAN	DYH17_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1410
uniprot:Q8N3V7	uniprot:P45880	SYNPO_HUMAN	VDAC2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:1411
uniprot:Q8N3V7	uniprot:Q8TED0	SYNPO_HUMAN	UTP15_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:1412
uniprot:Q8N3V7	uniprot:P20340	SYNPO_HUMAN	RAB6A_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1413
uniprot:Q8N3V7	uniprot:Q9P2W7	SYNPO_HUMAN	B3GA1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1414
uniprot:Q8N3V7	uniprot:P62263	SYNPO_HUMAN	RS14_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1415
uniprot:Q8N3V7	uniprot:Q9ULH0	SYNPO_HUMAN	KDIS_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1416
uniprot:Q8N3V7	uniprot:Q13188	SYNPO_HUMAN	STK3_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1417
uniprot:Q8N3V7	uniprot:Q9C0H9	SYNPO_HUMAN	SRCN1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1418
uniprot:Q8N3V7	uniprot:P02545	SYNPO_HUMAN	LMNA_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1419
uniprot:Q8N3V7	uniprot:P51991	SYNPO_HUMAN	ROA3_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1420
uniprot:Q8N3V7	uniprot:P23258	SYNPO_HUMAN	TBG1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:1421
uniprot:Q8N3V7	uniprot:P54886	SYNPO_HUMAN	P5CS_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1422
uniprot:Q8N3V7	uniprot:P07237	SYNPO_HUMAN	PDIA1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1423
uniprot:Q8N3V7	uniprot:P49674	SYNPO_HUMAN	KC1E_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1424
uniprot:Q8N3V7	uniprot:O00459	SYNPO_HUMAN	P85B_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1425
uniprot:Q8N3V7	uniprot:Q8N4C6	SYNPO_HUMAN	NIN_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1426
uniprot:Q8N3V7	uniprot:Q9Y224	SYNPO_HUMAN	RTRAF_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1427
uniprot:Q8N3V7	uniprot:P84098	SYNPO_HUMAN	RL19_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1428
uniprot:Q8N3V7	uniprot:P39656	SYNPO_HUMAN	OST48_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1429
uniprot:Q8N3V7	uniprot:P07205	SYNPO_HUMAN	PGK2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1430
uniprot:Q8N3V7	uniprot:O75161	SYNPO_HUMAN	NPHP4_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1431
uniprot:Q8N3V7	uniprot:P78352	SYNPO_HUMAN	DLG4_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1432
uniprot:Q8N3V7	uniprot:P16298	SYNPO_HUMAN	PP2BB_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1433
uniprot:Q8N3V7	uniprot:P22626	SYNPO_HUMAN	ROA2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1434
uniprot:Q8N3V7	uniprot:Q96C92	SYNPO_HUMAN	ENTR1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1435
uniprot:Q8N3V7	uniprot:Q9UET6	SYNPO_HUMAN	TRM7_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:1436
uniprot:Q8N3V7	uniprot:P61106	SYNPO_HUMAN	RAB14_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1437
uniprot:Q8N3V7	uniprot:Q9Y2D8	SYNPO_HUMAN	ADIP_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1438
uniprot:Q8N3V7	uniprot:O14908	SYNPO_HUMAN	GIPC1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1439
uniprot:Q8N3V7	uniprot:P28066	SYNPO_HUMAN	PSA5_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1440
uniprot:Q8N3V7	uniprot:Q9P2M7	SYNPO_HUMAN	CING_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1441
uniprot:Q8N3V7	uniprot:Q12860	SYNPO_HUMAN	CNTN1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1442
uniprot:Q8N3V7	uniprot:Q5SW79	SYNPO_HUMAN	CE170_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1443
uniprot:Q8N3V7	uniprot:P35232	SYNPO_HUMAN	PHB1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1444
uniprot:Q8N3V7	uniprot:Q5TEC6	SYNPO_HUMAN	H37_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1445
uniprot:Q8N3V7	uniprot:Q8TEX9	SYNPO_HUMAN	IPO4_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1446
uniprot:Q8N3V7	uniprot:Q15120	SYNPO_HUMAN	PDK3_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1447
uniprot:Q8N3V7	uniprot:Q8IVM0	SYNPO_HUMAN	CCD50_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1448
uniprot:Q8N3V7	uniprot:P46108	SYNPO_HUMAN	CRK_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1449
uniprot:Q8N3V7	uniprot:Q9BW27	SYNPO_HUMAN	NUP85_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1450
uniprot:Q8N3V7	uniprot:Q13162	SYNPO_HUMAN	PRDX4_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1451
uniprot:Q8N3V7	uniprot:P23677	SYNPO_HUMAN	IP3KA_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1452
uniprot:Q8N3V7	uniprot:Q99816	SYNPO_HUMAN	TS101_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:1453
uniprot:Q8N3V7	uniprot:O75477	SYNPO_HUMAN	ERLN1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1454
uniprot:Q8N3V7	uniprot:Q6NXT2	SYNPO_HUMAN	H3C_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1455
uniprot:Q8N3V7	uniprot:Q9UBI6	SYNPO_HUMAN	GBG12_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1456
uniprot:Q8N3V7	uniprot:Q96FJ2	SYNPO_HUMAN	DYL2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1457
uniprot:Q8N3V7	uniprot:P07477	SYNPO_HUMAN	TRY1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:1458
uniprot:Q8N3V7	uniprot:P62195	SYNPO_HUMAN	PRS8_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1459
uniprot:Q8N3V7	uniprot:P62826	SYNPO_HUMAN	RAN_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1460
uniprot:Q8N3V7	uniprot:Q02543	SYNPO_HUMAN	RL18A_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1461
uniprot:Q8N3V7	uniprot:Q07666	SYNPO_HUMAN	KHDR1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1462
uniprot:Q8N3V7	uniprot:O75367	SYNPO_HUMAN	H2AY_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1463
uniprot:Q8N3V7	uniprot:Q9NWM3	SYNPO_HUMAN	CUED1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1464
uniprot:Q8N3V7	uniprot:Q96II8	SYNPO_HUMAN	LRCH3_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1465
uniprot:Q8N3V7	uniprot:P50148	SYNPO_HUMAN	GNAQ_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1466
uniprot:Q8N3V7	uniprot:P11310	SYNPO_HUMAN	ACADM_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1467
uniprot:Q8N3V7	uniprot:Q9ULE4	SYNPO_HUMAN	F184B_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1468
uniprot:Q8N3V7	uniprot:P25789	SYNPO_HUMAN	PSA4_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1469
uniprot:Q8N3V7	uniprot:O43143	SYNPO_HUMAN	DHX15_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1470
uniprot:Q8N3V7	uniprot:P62277	SYNPO_HUMAN	RS13_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:1471
